x-axis,1
second,Volt
-100.000E-03,+702.889E-03
-99.900E-03,+763.191E-03
-99.800E-03,+763.191E-03
-99.700E-03,+798.367E-03
-99.600E-03,+783.291E-03
-99.500E-03,+803.392E-03
-99.400E-03,+833.543E-03
-99.300E-03,+813.442E-03
-99.200E-03,+823.492E-03
-99.100E-03,+838.568E-03
-99.000E-03,+853.643E-03
-98.900E-03,+1.044598E+00
-98.800E-03,+1.326005E+00
-98.700E-03,+1.612437E+00
-98.600E-03,+1.848618E+00
-98.500E-03,+1.989322E+00
-98.400E-03,+2.109925E+00
-98.300E-03,+2.190327E+00
-98.200E-03,+2.250628E+00
-98.100E-03,+2.295854E+00
-98.000E-03,+2.331030E+00
-97.900E-03,+2.210427E+00
-97.800E-03,+1.868719E+00
-97.700E-03,+1.471734E+00
-97.600E-03,+1.165201E+00
-97.500E-03,+929.020E-03
-97.400E-03,+763.191E-03
-97.300E-03,+622.487E-03
-97.200E-03,+501.884E-03
-97.100E-03,+436.558E-03
-97.000E-03,+371.231E-03
-96.900E-03,+320.980E-03
-96.800E-03,+280.779E-03
-96.700E-03,+260.678E-03
-96.600E-03,+230.528E-03
-96.500E-03,+215.452E-03
-96.400E-03,+200.377E-03
-96.300E-03,+180.276E-03
-96.200E-03,+190.327E-03
-96.100E-03,+165.201E-03
-96.000E-03,+180.276E-03
-95.900E-03,+160.176E-03
-95.800E-03,+160.176E-03
-95.700E-03,+160.176E-03
-95.600E-03,+160.176E-03
-95.500E-03,+180.276E-03
-95.400E-03,+270.729E-03
-95.300E-03,+361.181E-03
-95.200E-03,+461.683E-03
-95.100E-03,+521.985E-03
-95.000E-03,+562.186E-03
-94.900E-03,+602.387E-03
-94.800E-03,+622.487E-03
-94.700E-03,+642.588E-03
-94.600E-03,+662.688E-03
-94.500E-03,+677.764E-03
-94.400E-03,+682.789E-03
-94.300E-03,+768.216E-03
-94.200E-03,+1.024497E+00
-94.100E-03,+1.305905E+00
-94.000E-03,+1.547111E+00
-93.900E-03,+1.712940E+00
-93.800E-03,+1.828518E+00
-93.700E-03,+1.929020E+00
-93.600E-03,+1.969221E+00
-93.500E-03,+2.029523E+00
-93.400E-03,+2.079774E+00
-93.300E-03,+2.049623E+00
-93.200E-03,+1.848618E+00
-93.100E-03,+1.577261E+00
-93.000E-03,+1.346106E+00
-92.900E-03,+1.150126E+00
-92.800E-03,+1.024497E+00
-92.700E-03,+918.970E-03
-92.600E-03,+823.492E-03
-92.500E-03,+763.191E-03
-92.400E-03,+722.990E-03
-92.300E-03,+702.889E-03
-92.200E-03,+662.688E-03
-92.100E-03,+642.588E-03
-92.000E-03,+622.487E-03
-91.900E-03,+607.412E-03
-91.800E-03,+622.487E-03
-91.700E-03,+642.588E-03
-91.600E-03,+662.688E-03
-91.500E-03,+667.714E-03
-91.400E-03,+692.839E-03
-91.300E-03,+682.789E-03
-91.200E-03,+682.789E-03
-91.100E-03,+702.889E-03
-91.000E-03,+702.889E-03
-90.900E-03,+702.889E-03
-90.800E-03,+702.889E-03
-90.700E-03,+717.965E-03
-90.600E-03,+823.492E-03
-90.500E-03,+1.044598E+00
-90.400E-03,+1.326005E+00
-90.300E-03,+1.506910E+00
-90.200E-03,+1.667714E+00
-90.100E-03,+1.788317E+00
-90.000E-03,+1.868719E+00
-89.900E-03,+1.929020E+00
-89.800E-03,+1.979271E+00
-89.700E-03,+2.009422E+00
-89.600E-03,+2.009422E+00
-89.500E-03,+1.743090E+00
-89.400E-03,+1.386307E+00
-89.300E-03,+1.104899E+00
-89.200E-03,+863.693E-03
-89.100E-03,+687.814E-03
-89.000E-03,+562.186E-03
-88.900E-03,+466.709E-03
-88.800E-03,+401.382E-03
-88.700E-03,+341.080E-03
-88.600E-03,+280.779E-03
-88.500E-03,+260.678E-03
-88.400E-03,+220.477E-03
-88.300E-03,+205.402E-03
-88.200E-03,+200.377E-03
-88.100E-03,+195.352E-03
-88.000E-03,+180.276E-03
-87.900E-03,+165.201E-03
-87.800E-03,+180.276E-03
-87.700E-03,+160.176E-03
-87.600E-03,+160.176E-03
-87.500E-03,+145.101E-03
-87.400E-03,+150.126E-03
-87.300E-03,+160.176E-03
-87.200E-03,+160.176E-03
-87.100E-03,+245.603E-03
-87.000E-03,+391.332E-03
-86.900E-03,+481.784E-03
-86.800E-03,+562.186E-03
-86.700E-03,+637.563E-03
-86.600E-03,+682.789E-03
-86.500E-03,+702.889E-03
-86.400E-03,+743.090E-03
-86.300E-03,+748.116E-03
-86.200E-03,+783.291E-03
-86.100E-03,+783.291E-03
-86.000E-03,+823.492E-03
-85.900E-03,+1.064698E+00
-85.800E-03,+1.336055E+00
-85.700E-03,+1.602387E+00
-85.600E-03,+1.808417E+00
-85.500E-03,+1.949121E+00
-85.400E-03,+2.049623E+00
-85.300E-03,+2.130025E+00
-85.200E-03,+2.190327E+00
-85.100E-03,+2.230528E+00
-85.000E-03,+2.250628E+00
-84.900E-03,+2.104899E+00
-84.800E-03,+1.788317E+00
-84.700E-03,+1.521985E+00
-84.600E-03,+1.295854E+00
-84.500E-03,+1.125000E+00
-84.400E-03,+1.004397E+00
-84.300E-03,+918.970E-03
-84.200E-03,+843.593E-03
-84.100E-03,+778.266E-03
-84.000E-03,+743.090E-03
-83.900E-03,+707.915E-03
-83.800E-03,+672.739E-03
-83.700E-03,+677.764E-03
-83.600E-03,+642.588E-03
-83.500E-03,+647.613E-03
-83.400E-03,+682.789E-03
-83.300E-03,+738.065E-03
-83.200E-03,+743.090E-03
-83.100E-03,+783.291E-03
-83.000E-03,+793.342E-03
-82.900E-03,+803.392E-03
-82.800E-03,+803.392E-03
-82.700E-03,+803.392E-03
-82.600E-03,+823.492E-03
-82.500E-03,+808.417E-03
-82.400E-03,+823.492E-03
-82.300E-03,+868.719E-03
-82.200E-03,+1.125000E+00
-82.100E-03,+1.441583E+00
-82.000E-03,+1.687814E+00
-81.900E-03,+1.873744E+00
-81.800E-03,+2.029523E+00
-81.700E-03,+2.130025E+00
-81.600E-03,+2.210427E+00
-81.500E-03,+2.270729E+00
-81.400E-03,+2.310930E+00
-81.300E-03,+2.310930E+00
-81.200E-03,+2.109925E+00
-81.100E-03,+1.738065E+00
-81.000E-03,+1.366206E+00
-80.900E-03,+1.084799E+00
-80.800E-03,+863.693E-03
-80.700E-03,+702.889E-03
-80.600E-03,+572.236E-03
-80.500E-03,+481.784E-03
-80.400E-03,+381.281E-03
-80.300E-03,+341.080E-03
