367,2352,73
368,2477,77
369,2593,81
370,2585,80
371,2456,76
372,2336,73
373,2261,70
374,2390,74
375,2515,78
376,2633,82
377,2542,79
378,2415,75
379,2297,71
380,2304,72
381,2432,76
382,2555,79
383,2630,82
384,2499,78
385,2377,74
386,2259,70
387,2347,73
388,2474,77
389,2596,81
390,2586,80
391,2458,76
392,2337,73
393,2259,70
394,2392,74
395,2514,78
396,2632,82
397,2543,79
398,2418,75
399,2298,71
400,2305,72
401,2432,76
402,2555,79
403,2630,82
404,2499,78
405,2375,74
406,2260,70
407,2348,73
408,2476,77
409,2593,81
410,2586,80
411,2458,76
412,2336,73
413,2260,70
414,2394,74
415,2516,78
416,2636,82
417,2543,79
418,2415,75
419,2298,71
420,2305,72
421,2434,76
422,2556,79
423,2630,82
424,2498,78
425,2376,74
426,2260,70
427,2348,73
428,2477,77
429,2593,81
430,2587,80
431,2456,76
432,2331,72
433,2260,70
434,2393,74
435,2517,78
436,2634,82
437,2541,79
438,2416,75
439,2296,71
440,2304,72
441,2431,75
442,2556,79
443,2630,82
444,2500,78
445,2374,74
446,2258,70
447,2350,73
448,2475,77
449,2595,81
450,2588,80
451,2457,76
452,2334,72
453,2261,70
454,2392,74
455,2517,78
456,2632,82
457,2543,79
458,2415,75
459,2297,71
460,2304,72
461,2434,76
462,2556,79
463,2633,82
464,2499,78
465,2375,74
466,2259,70
467,2350,73
468,2475,77
469,2596,81
470,2586,80
471,2457,76
472,2335,72
473,2261,70
474,2393,74
475,2516,78
476,2632,82
477,2545,79
478,2416,75
479,2297,71
480,2303,71
481,2435,76
482,2554,79
483,2633,82
484,2499,78
485,2376,74
486,2259,70
487,2349,73
488,2475,77
489,2594,81
490,2585,80
491,2457,76
492,2334,72
493,2261,70
494,2391,74
495,2517,78
496,2633,82
497,2543,79
498,2415,75
499,2297,71
